"行政区域代码
更新时间: 2020.1
数据来源: http://www.mca.gov.cn/article/sj/xzqh/2020/2020/202003061536.html"						
序号	名称	区域编码	父级区域编码	区域等级	全称	
area_id	area_name	area_code	area_parentcode	area_level	area_allname	
436	四子王旗	150929	150900	3	内蒙古自治区/乌兰察布市/四子王旗	
437	丰镇市	150981	150900	3	内蒙古自治区/乌兰察布市/丰镇市	
438	兴安盟	152200	150000	2	内蒙古自治区/兴安盟	
439	乌兰浩特市	152201	152200	3	内蒙古自治区/兴安盟/乌兰浩特市	
440	阿尔山市	152202	152200	3	内蒙古自治区/兴安盟/阿尔山市	
441	科尔沁右翼前旗	152221	152200	3	内蒙古自治区/兴安盟/科尔沁右翼前旗	
442	科尔沁右翼中旗	152222	152200	3	内蒙古自治区/兴安盟/科尔沁右翼中旗	
443	扎赉特旗	152223	152200	3	内蒙古自治区/兴安盟/扎赉特旗	
444	突泉县	152224	152200	3	内蒙古自治区/兴安盟/突泉县	
445	锡林郭勒盟	152500	150000	2	内蒙古自治区/锡林郭勒盟	
446	二连浩特市	152501	152500	3	内蒙古自治区/锡林郭勒盟/二连浩特市	
447	锡林浩特市	152502	152500	3	内蒙古自治区/锡林郭勒盟/锡林浩特市	
448	阿巴嘎旗	152522	152500	3	内蒙古自治区/锡林郭勒盟/阿巴嘎旗	
449	苏尼特左旗	152523	152500	3	内蒙古自治区/锡林郭勒盟/苏尼特左旗	
450	苏尼特右旗	152524	152500	3	内蒙古自治区/锡林郭勒盟/苏尼特右旗	
451	东乌珠穆沁旗	152525	152500	3	内蒙古自治区/锡林郭勒盟/东乌珠穆沁旗	
452	西乌珠穆沁旗	152526	152500	3	内蒙古自治区/锡林郭勒盟/西乌珠穆沁旗	
453	太仆寺旗	152527	152500	3	内蒙古自治区/锡林郭勒盟/太仆寺旗	
454	镶黄旗	152528	152500	3	内蒙古自治区/锡林郭勒盟/镶黄旗	
455	正镶白旗	152529	152500	3	内蒙古自治区/锡林郭勒盟/正镶白旗	
456	正蓝旗	152530	152500	3	内蒙古自治区/锡林郭勒盟/正蓝旗	
457	多伦县	152531	152500	3	内蒙古自治区/锡林郭勒盟/多伦县	
458	阿拉善盟	152900	150000	2	内蒙古自治区/阿拉善盟	
459	阿拉善左旗	152921	152900	3	内蒙古自治区/阿拉善盟/阿拉善左旗	
460	阿拉善右旗	152922	152900	3	内蒙古自治区/阿拉善盟/阿拉善右旗	
461	额济纳旗	152923	152900	3	内蒙古自治区/阿拉善盟/额济纳旗	
462	辽宁省	210000	000000	1	辽宁省	
463	沈阳市	210100	210000	2	辽宁省/沈阳市	
464	和平区	210102	210100	3	辽宁省/沈阳市/和平区	
465	沈河区	210103	210100	3	辽宁省/沈阳市/沈河区	
466	大东区	210104	210100	3	辽宁省/沈阳市/大东区	
467	皇姑区	210105	210100	3	辽宁省/沈阳市/皇姑区	
468	铁西区	210106	210100	3	辽宁省/沈阳市/铁西区	
469	苏家屯区	210111	210100	3	辽宁省/沈阳市/苏家屯区	
470	浑南区	210112	210100	3	辽宁省/沈阳市/浑南区	
471	沈北新区	210113	210100	3	辽宁省/沈阳市/沈北新区	
472	于洪区	210114	210100	3	辽宁省/沈阳市/于洪区	
473	辽中区	210115	210100	3	辽宁省/沈阳市/辽中区	
474	康平县	210123	210100	3	辽宁省/沈阳市/康平县	
475	法库县	210124	210100	3	辽宁省/沈阳市/法库县	
476	新民市	210181	210100	3	辽宁省/沈阳市/新民市	
477	大连市	210200	210000	2	辽宁省/大连市	
478	中山区	210202	210200	3	辽宁省/大连市/中山区	
479	西岗区	210203	210200	3	辽宁省/大连市/西岗区	
480	沙河口区	210204	210200	3	辽宁省/大连市/沙河口区	
481	甘井子区	210211	210200	3	辽宁省/大连市/甘井子区	
482	旅顺口区	210212	210200	3	辽宁省/大连市/旅顺口区	
483	金州区	210213	210200	3	辽宁省/大连市/金州区	
484	普兰店区	210214	210200	3	辽宁省/大连市/普兰店区	
485	长海县	210224	210200	3	辽宁省/大连市/长海县	
486	瓦房店市	210281	210200	3	辽宁省/大连市/瓦房店市	
487	庄河市	210283	210200	3	辽宁省/大连市/庄河市	
488	鞍山市	210300	210000	2	辽宁省/鞍山市	
489	铁东区	210302	210300	3	辽宁省/鞍山市/铁东区	
490	铁西区	210303	210300	3	辽宁省/鞍山市/铁西区	
491	立山区	210304	210300	3	辽宁省/鞍山市/立山区	
492	千山区	210311	210300	3	辽宁省/鞍山市/千山区	
493	台安县	210321	210300	3	辽宁省/鞍山市/台安县	
494	岫岩满族自治县	210323	210300	3	辽宁省/鞍山市/岫岩满族自治县	
495	海城市	210381	210300	3	辽宁省/鞍山市/海城市	
496	抚顺市	210400	210000	2	辽宁省/抚顺市	
497	新抚区	210402	210400	3	辽宁省/抚顺市/新抚区	
498	东洲区	210403	210400	3	辽宁省/抚顺市/东洲区	
499	望花区	210404	210400	3	辽宁省/抚顺市/望花区	
500	顺城区	210411	210400	3	辽宁省/抚顺市/顺城区	
501	抚顺县	210421	210400	3	辽宁省/抚顺市/抚顺县	
502	新宾满族自治县	210422	210400	3	辽宁省/抚顺市/新宾满族自治县	
503	清原满族自治县	210423	210400	3	辽宁省/抚顺市/清原满族自治县	
504	本溪市	210500	210000	2	辽宁省/本溪市	
505	平山区	210502	210500	3	辽宁省/本溪市/平山区	
506	溪湖区	210503	210500	3	辽宁省/本溪市/溪湖区	
507	明山区	210504	210500	3	辽宁省/本溪市/明山区	
508	南芬区	210505	210500	3	辽宁省/本溪市/南芬区	
509	本溪满族自治县	210521	210500	3	辽宁省/本溪市/本溪满族自治县	
510	桓仁满族自治县	210522	210500	3	辽宁省/本溪市/桓仁满族自治县	
511	丹东市	210600	210000	2	辽宁省/丹东市	
512	元宝区	210602	210600	3	辽宁省/丹东市/元宝区	
513	振兴区	210603	210600	3	辽宁省/丹东市/振兴区	
514	振安区	210604	210600	3	辽宁省/丹东市/振安区	
515	宽甸满族自治县	210624	210600	3	辽宁省/丹东市/宽甸满族自治县	
516	东港市	210681	210600	3	辽宁省/丹东市/东港市	
517	凤城市	210682	210600	3	辽宁省/丹东市/凤城市	
518	锦州市	210700	210000	2	辽宁省/锦州市	
519	古塔区	210702	210700	3	辽宁省/锦州市/古塔区	
520	凌河区	210703	210700	3	辽宁省/锦州市/凌河区	
521	太和区	210711	210700	3	辽宁省/锦州市/太和区	
522	黑山县	210726	210700	3	辽宁省/锦州市/黑山县	
523	义县	210727	210700	3	辽宁省/锦州市/义县	
524	凌海市	210781	210700	3	辽宁省/锦州市/凌海市	
525	北镇市	210782	210700	3	辽宁省/锦州市/北镇市	
526	营口市	210800	210000	2	辽宁省/营口市	
527	站前区	210802	210800	3	辽宁省/营口市/站前区	
528	西市区	210803	210800	3	辽宁省/营口市/西市区	
529	鲅鱼圈区	210804	210800	3	辽宁省/营口市/鲅鱼圈区	
530	老边区	210811	210800	3	辽宁省/营口市/老边区	
531	盖州市	210881	210800	3	辽宁省/营口市/盖州市	
532	大石桥市	210882	210800	3	辽宁省/营口市/大石桥市	
533	阜新市	210900	210000	2	辽宁省/阜新市	
534	海州区	210902	210900	3	辽宁省/阜新市/海州区	
535	新邱区	210903	210900	3	辽宁省/阜新市/新邱区	
536	太平区	210904	210900	3	辽宁省/阜新市/太平区	
537	清河门区	210905	210900	3	辽宁省/阜新市/清河门区	
538	细河区	210911	210900	3	辽宁省/阜新市/细河区	
539	阜新蒙古族自治县	210921	210900	3	辽宁省/阜新市/阜新蒙古族自治县	
540	彰武县	210922	210900	3	辽宁省/阜新市/彰武县	
541	辽阳市	211000	210000	2	辽宁省/辽阳市	
542	白塔区	211002	211000	3	辽宁省/辽阳市/白塔区	
543	文圣区	211003	211000	3	辽宁省/辽阳市/文圣区	
544	宏伟区	211004	211000	3	辽宁省/辽阳市/宏伟区	
545	弓长岭区	211005	211000	3	辽宁省/辽阳市/弓长岭区	
546	太子河区	211011	211000	3	辽宁省/辽阳市/太子河区	
547	辽阳县	211021	211000	3	辽宁省/辽阳市/辽阳县	
548	灯塔市	211081	211000	3	辽宁省/辽阳市/灯塔市	
549	盘锦市	211100	210000	2	辽宁省/盘锦市	
550	双台子区	211102	211100	3	辽宁省/盘锦市/双台子区	
551	兴隆台区	211103	211100	3	辽宁省/盘锦市/兴隆台区	
552	大洼区	211104	211100	3	辽宁省/盘锦市/大洼区	
553	盘山县	211122	211100	3	辽宁省/盘锦市/盘山县	
554	铁岭市	211200	210000	2	辽宁省/铁岭市	
555	银州区	211202	211200	3	辽宁省/铁岭市/银州区	
556	清河区	211204	211200	3	辽宁省/铁岭市/清河区	
557	铁岭县	211221	211200	3	辽宁省/铁岭市/铁岭县	
558	西丰县	211223	211200	3	辽宁省/铁岭市/西丰县	
559	昌图县	211224	211200	3	辽宁省/铁岭市/昌图县	
560	调兵山市	211281	211200	3	辽宁省/铁岭市/调兵山市	
561	开原市	211282	211200	3	辽宁省/铁岭市/开原市	
562	朝阳市	211300	210000	2	辽宁省/朝阳市	
563	双塔区	211302	211300	3	辽宁省/朝阳市/双塔区	
564	龙城区	211303	211300	3	辽宁省/朝阳市/龙城区	
565	朝阳县	211321	211300	3	辽宁省/朝阳市/朝阳县	
566	建平县	211322	211300	3	辽宁省/朝阳市/建平县	
567	喀喇沁左翼蒙古族自治县	211324	211300	3	辽宁省/朝阳市/喀喇沁左翼蒙古族自治县	
568	北票市	211381	211300	3	辽宁省/朝阳市/北票市	
569	凌源市	211382	211300	3	辽宁省/朝阳市/凌源市	
570	葫芦岛市	211400	210000	2	辽宁省/葫芦岛市	
571	连山区	211402	211400	3	辽宁省/葫芦岛市/连山区	
572	龙港区	211403	211400	3	辽宁省/葫芦岛市/龙港区	
573	南票区	211404	211400	3	辽宁省/葫芦岛市/南票区	
574	绥中县	211421	211400	3	辽宁省/葫芦岛市/绥中县	
575	建昌县	211422	211400	3	辽宁省/葫芦岛市/建昌县	
576	兴城市	211481	211400	3	辽宁省/葫芦岛市/兴城市	
577	吉林省	220000	000000	1	吉林省	
578	长春市	220100	220000	2	吉林省/长春市	
579	南关区	220102	220100	3	吉林省/长春市/南关区	
580	宽城区	220103	220100	3	吉林省/长春市/宽城区	
581	朝阳区	220104	220100	3	吉林省/长春市/朝阳区	
582	二道区	220105	220100	3	吉林省/长春市/二道区	
583	绿园区	220106	220100	3	吉林省/长春市/绿园区	
584	双阳区	220112	220100	3	吉林省/长春市/双阳区	
585	九台区	220113	220100	3	吉林省/长春市/九台区	
586	农安县	220122	220100	3	吉林省/长春市/农安县	
587	榆树市	220182	220100	3	吉林省/长春市/榆树市	
588	德惠市	220183	220100	3	吉林省/长春市/德惠市	
589	吉林市	220200	220000	2	吉林省/吉林市	
590	昌邑区	220202	220200	3	吉林省/吉林市/昌邑区	
591	龙潭区	220203	220200	3	吉林省/吉林市/龙潭区	
592	船营区	220204	220200	3	吉林省/吉林市/船营区	
593	丰满区	220211	220200	3	吉林省/吉林市/丰满区	
594	永吉县	220221	220200	3	吉林省/吉林市/永吉县	
595	蛟河市	220281	220200	3	吉林省/吉林市/蛟河市	
596	桦甸市	220282	220200	3	吉林省/吉林市/桦甸市	
597	舒兰市	220283	220200	3	吉林省/吉林市/舒兰市	
598	磐石市	220284	220200	3	吉林省/吉林市/磐石市	
599	四平市	220300	220000	2	吉林省/四平市	
600	铁西区	220302	220300	3	吉林省/四平市/铁西区	
601	铁东区	220303	220300	3	吉林省/四平市/铁东区	
602	梨树县	220322	220300	3	吉林省/四平市/梨树县	
603	伊通满族自治县	220323	220300	3	吉林省/四平市/伊通满族自治县	
604	公主岭市	220381	220300	3	吉林省/四平市/公主岭市	
605	双辽市	220382	220300	3	吉林省/四平市/双辽市	
606	辽源市	220400	220000	2	吉林省/辽源市	
607	龙山区	220402	220400	3	吉林省/辽源市/龙山区	
608	西安区	220403	220400	3	吉林省/辽源市/西安区	
609	东丰县	220421	220400	3	吉林省/辽源市/东丰县	
610	东辽县	220422	220400	3	吉林省/辽源市/东辽县	
611	通化市	220500	220000	2	吉林省/通化市	
612	东昌区	220502	220500	3	吉林省/通化市/东昌区	
613	二道江区	220503	220500	3	吉林省/通化市/二道江区	
614	通化县	220521	220500	3	吉林省/通化市/通化县	
615	辉南县	220523	220500	3	吉林省/通化市/辉南县	
616	柳河县	220524	220500	3	吉林省/通化市/柳河县	
617	梅河口市	220581	220500	3	吉林省/通化市/梅河口市	
618	集安市	220582	220500	3	吉林省/通化市/集安市	
619	白山市	220600	220000	2	吉林省/白山市	
620	浑江区	220602	220600	3	吉林省/白山市/浑江区	
621	江源区	220605	220600	3	吉林省/白山市/江源区	
622	抚松县	220621	220600	3	吉林省/白山市/抚松县	
623	靖宇县	220622	220600	3	吉林省/白山市/靖宇县	
624	长白朝鲜族自治县	220623	220600	3	吉林省/白山市/长白朝鲜族自治县	
625	临江市	220681	220600	3	吉林省/白山市/临江市	
626	松原市	220700	220000	2	吉林省/松原市	
627	宁江区	220702	220700	3	吉林省/松原市/宁江区	
628	前郭尔罗斯蒙古族自治县	220721	220700	3	吉林省/松原市/前郭尔罗斯蒙古族自治县	
629	长岭县	220722	220700	3	吉林省/松原市/长岭县	
630	乾安县	220723	220700	3	吉林省/松原市/乾安县	
631	扶余市	220781	220700	3	吉林省/松原市/扶余市	
632	白城市	220800	220000	2	吉林省/白城市	
633	洮北区	220802	220800	3	吉林省/白城市/洮北区	
634	镇赉县	220821	220800	3	吉林省/白城市/镇赉县	
635	通榆县	220822	220800	3	吉林省/白城市/通榆县	
636	洮南市	220881	220800	3	吉林省/白城市/洮南市	
637	大安市	220882	220800	3	吉林省/白城市/大安市	
638	延边朝鲜族自治州	222400	220000	2	吉林省/延边朝鲜族自治州	
639	延吉市	222401	222400	3	吉林省/延边朝鲜族自治州/延吉市	
640	图们市	222402	222400	3	吉林省/延边朝鲜族自治州/图们市	
641	敦化市	222403	222400	3	吉林省/延边朝鲜族自治州/敦化市	
642	珲春市	222404	222400	3	吉林省/延边朝鲜族自治州/珲春市	
643	龙井市	222405	222400	3	吉林省/延边朝鲜族自治州/龙井市	
644	和龙市	222406	222400	3	吉林省/延边朝鲜族自治州/和龙市	
645	汪清县	222424	222400	3	吉林省/延边朝鲜族自治州/汪清县	
646	安图县	222426	222400	3	吉林省/延边朝鲜族自治州/安图县	
647	黑龙江省	230000	000000	1	黑龙江省	
648	哈尔滨市	230100	230000	2	黑龙江省/哈尔滨市	
649	道里区	230102	230100	3	黑龙江省/哈尔滨市/道里区	
650	南岗区	230103	230100	3	黑龙江省/哈尔滨市/南岗区	
651	道外区	230104	230100	3	黑龙江省/哈尔滨市/道外区	
652	平房区	230108	230100	3	黑龙江省/哈尔滨市/平房区	
653	松北区	230109	230100	3	黑龙江省/哈尔滨市/松北区	
654	香坊区	230110	230100	3	黑龙江省/哈尔滨市/香坊区	
655	呼兰区	230111	230100	3	黑龙江省/哈尔滨市/呼兰区	
656	阿城区	230112	230100	3	黑龙江省/哈尔滨市/阿城区	
657	双城区	230113	230100	3	黑龙江省/哈尔滨市/双城区	
658	依兰县	230123	230100	3	黑龙江省/哈尔滨市/依兰县	
659	方正县	230124	230100	3	黑龙江省/哈尔滨市/方正县	
660	宾县	230125	230100	3	黑龙江省/哈尔滨市/宾县	
661	巴彦县	230126	230100	3	黑龙江省/哈尔滨市/巴彦县	
662	木兰县	230127	230100	3	黑龙江省/哈尔滨市/木兰县	
663	通河县	230128	230100	3	黑龙江省/哈尔滨市/通河县	
664	延寿县	230129	230100	3	黑龙江省/哈尔滨市/延寿县	
665	尚志市	230183	230100	3	黑龙江省/哈尔滨市/尚志市	
666	五常市	230184	230100	3	黑龙江省/哈尔滨市/五常市	
667	齐齐哈尔市	230200	230000	2	黑龙江省/齐齐哈尔市	
668	龙沙区	230202	230200	3	黑龙江省/齐齐哈尔市/龙沙区	
669	建华区	230203	230200	3	黑龙江省/齐齐哈尔市/建华区	
670	铁锋区	230204	230200	3	黑龙江省/齐齐哈尔市/铁锋区	
671	昂昂溪区	230205	230200	3	黑龙江省/齐齐哈尔市/昂昂溪区	
672	富拉尔基区	230206	230200	3	黑龙江省/齐齐哈尔市/富拉尔基区	
673	碾子山区	230207	230200	3	黑龙江省/齐齐哈尔市/碾子山区	
674	梅里斯达斡尔族区	230208	230200	3	黑龙江省/齐齐哈尔市/梅里斯达斡尔族区	
675	龙江县	230221	230200	3	黑龙江省/齐齐哈尔市/龙江县	
676	依安县	230223	230200	3	黑龙江省/齐齐哈尔市/依安县	
677	泰来县	230224	230200	3	黑龙江省/齐齐哈尔市/泰来县	
678	甘南县	230225	230200	3	黑龙江省/齐齐哈尔市/甘南县	
679	富裕县	230227	230200	3	黑龙江省/齐齐哈尔市/富裕县	
680	克山县	230229	230200	3	黑龙江省/齐齐哈尔市/克山县	
681	克东县	230230	230200	3	黑龙江省/齐齐哈尔市/克东县	
682	拜泉县	230231	230200	3	黑龙江省/齐齐哈尔市/拜泉县	
683	讷河市	230281	230200	3	黑龙江省/齐齐哈尔市/讷河市	
684	鸡西市	230300	230000	2	黑龙江省/鸡西市	
685	鸡冠区	230302	230300	3	黑龙江省/鸡西市/鸡冠区	
686	恒山区	230303	230300	3	黑龙江省/鸡西市/恒山区	
687	滴道区	230304	230300	3	黑龙江省/鸡西市/滴道区	
688	梨树区	230305	230300	3	黑龙江省/鸡西市/梨树区	
689	城子河区	230306	230300	3	黑龙江省/鸡西市/城子河区	
690	麻山区	230307	230300	3	黑龙江省/鸡西市/麻山区	
691	鸡东县	230321	230300	3	黑龙江省/鸡西市/鸡东县	
692	虎林市	230381	230300	3	黑龙江省/鸡西市/虎林市	
693	密山市	230382	230300	3	黑龙江省/鸡西市/密山市	
